"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","class","fuzzy_score"
"Apodemus_flavicollis","Apodemus flavicollis","1 - exact_fullsci_w_ssp","Apodemus flavicollis",NA,NA,NA,"Mammalia",NA
"Apodemus_gurkha","Apodemus gurkha","1 - exact_fullsci_w_ssp","Apodemus gurkha",NA,NA,NA,"Mammalia",NA
"Apodemus_hyrcanicus","Apodemus hyrcanicus","1 - exact_fullsci_w_ssp","Apodemus hyrcanicus",NA,NA,NA,"Mammalia",NA
"Apodemus_latronum","Apodemus latronum","1 - exact_fullsci_w_ssp","Apodemus latronum",NA,NA,NA,"Mammalia",NA
"Apodemus_mystacinus","Apodemus mystacinus","1 - exact_fullsci_w_ssp","Apodemus mystacinus",NA,NA,NA,"Mammalia",NA
"Apodemus_pallipes","Apodemus pallipes","1 - exact_fullsci_w_ssp","Apodemus pallipes",NA,NA,NA,"Mammalia",NA
"Apodemus_peninsulae","Apodemus peninsulae","1 - exact_fullsci_w_ssp","Apodemus peninsulae",NA,NA,NA,"Mammalia",NA
"Apodemus_ponticus","Apodemus ponticus","1 - exact_fullsci_w_ssp","Apodemus ponticus",NA,NA,NA,"Mammalia",NA
"Apodemus_rusiges","Apodemus rusiges","1 - exact_fullsci_w_ssp","Apodemus rusiges",NA,NA,NA,"Mammalia",NA
"Apodemus_semotus","Apodemus semotus","1 - exact_fullsci_w_ssp","Apodemus semotus",NA,NA,NA,"Mammalia",NA
"Apodemus_speciosus","Apodemus speciosus","1 - exact_fullsci_w_ssp","Apodemus speciosus",NA,NA,NA,"Mammalia",NA
"Apodemus_sylvaticus","Apodemus sylvaticus","1 - exact_fullsci_w_ssp","Apodemus sylvaticus",NA,NA,NA,"Mammalia",NA
"Apodemus_uralensis","Apodemus uralensis","1 - exact_fullsci_w_ssp","Apodemus uralensis",NA,NA,NA,"Mammalia",NA
"Apodemus_witherbyi","Apodemus witherbyi","1 - exact_fullsci_w_ssp","Apodemus witherbyi",NA,NA,NA,"Mammalia",NA
"Apomys_abrae","Apomys abrae","1 - exact_fullsci_w_ssp","Apomys abrae",NA,NA,NA,"Mammalia",NA
"Apomys_aurorae","Apomys aurorae","1 - exact_fullsci_w_ssp","Apomys aurorae",NA,NA,NA,"Mammalia",NA
"Apomys_banahao","Apomys banahao","1 - exact_fullsci_w_ssp","Apomys banahao",NA,NA,NA,"Mammalia",NA
"Apomys_brownorum","Apomys brownorum","1 - exact_fullsci_w_ssp","Apomys brownorum",NA,NA,NA,"Mammalia",NA
"Apomys_camiguinensis","Apomys camiguinensis","1 - exact_fullsci_w_ssp","Apomys camiguinensis",NA,NA,NA,"Mammalia",NA
"Apomys_datae","Apomys datae","1 - exact_fullsci_w_ssp","Apomys datae",NA,NA,NA,"Mammalia",NA
"Apomys_gracilirostris","Apomys gracilirostris","1 - exact_fullsci_w_ssp","Apomys gracilirostris",NA,NA,NA,"Mammalia",NA
"Apomys_insignis","Apomys insignis","1 - exact_fullsci_w_ssp","Apomys insignis",NA,NA,NA,"Mammalia",NA
"Apomys_iridensis","Apomys iridensis","1 - exact_fullsci_w_ssp","Apomys iridensis",NA,NA,NA,"Mammalia",NA
"Apomys_littoralis","Apomys littoralis","1 - exact_fullsci_w_ssp","Apomys littoralis",NA,NA,NA,"Mammalia",NA
"Apomys_lubangensis","Apomys lubangensis","1 - exact_fullsci_w_ssp","Apomys lubangensis",NA,NA,NA,"Mammalia",NA
"Apomys_magnus","Apomys magnus","1 - exact_fullsci_w_ssp","Apomys magnus",NA,NA,NA,"Mammalia",NA
"Apomys_microdon","Apomys microdon","1 - exact_fullsci_w_ssp","Apomys microdon",NA,NA,NA,"Mammalia",NA
"Apomys_minganensis","Apomys minganensis","1 - exact_fullsci_w_ssp","Apomys minganensis",NA,NA,NA,"Mammalia",NA
"Apomys_musculus","Apomys musculus","1 - exact_fullsci_w_ssp","Apomys musculus",NA,NA,NA,"Mammalia",NA
"Apomys_sacobianus","Apomys sacobianus","1 - exact_fullsci_w_ssp","Apomys sacobianus",NA,NA,NA,"Mammalia",NA
"Apomys_sierrae","Apomys sierrae","1 - exact_fullsci_w_ssp","Apomys sierrae",NA,NA,NA,"Mammalia",NA
"Apomys_zambalensis","Apomys zambalensis","1 - exact_fullsci_w_ssp","Apomys zambalensis",NA,NA,NA,"Mammalia",NA
"Aproteles_bulmerae","Aproteles bulmerae","1 - exact_fullsci_w_ssp","Aproteles bulmerae",NA,NA,NA,"Mammalia",NA
"Arabitragus_jayakari","Arabitragus jayakari","1 - exact_fullsci_w_ssp","Arabitragus jayakari",NA,NA,NA,"Mammalia",NA
"Arborimus_albipes","Arborimus albipes","1 - exact_fullsci_w_ssp","Arborimus albipes",NA,NA,NA,"Mammalia",NA
"Arborimus_longicaudus","Arborimus longicaudus","1 - exact_fullsci_w_ssp","Arborimus longicaudus",NA,NA,NA,"Mammalia",NA
"Arborimus_pomo","Arborimus pomo","1 - exact_fullsci_w_ssp","Arborimus pomo",NA,NA,NA,"Mammalia",NA
"Archaeolemur_edwardsi","Archaeolemur edwardsi","1 - exact_fullsci_w_ssp","Archaeolemur edwardsi",NA,NA,NA,"Mammalia",NA
"Archboldomys_luzonensis","Archboldomys luzonensis","1 - exact_fullsci_w_ssp","Archboldomys luzonensis",NA,NA,NA,"Mammalia",NA
"Archboldomys_maximus","Archboldomys maximus","1 - exact_fullsci_w_ssp","Archboldomys maximus",NA,NA,NA,"Mammalia",NA
"Arctictis_binturong","Arctictis binturong","1 - exact_fullsci_w_ssp","Arctictis binturong",NA,NA,NA,"Mammalia",NA
"Arctocebus_aureus","Arctocebus aureus","1 - exact_fullsci_w_ssp","Arctocebus aureus",NA,NA,NA,"Mammalia",NA
"Arctocebus_calabarensis","Arctocebus calabarensis","1 - exact_fullsci_w_ssp","Arctocebus calabarensis",NA,NA,NA,"Mammalia",NA
"Arctocephalus_pusillus","Arctocephalus pusillus","1 - exact_fullsci_w_ssp","Arctocephalus pusillus",NA,NA,NA,"Mammalia",NA
"Arctogalidia_trivirgata","Arctogalidia trivirgata","1 - exact_fullsci_w_ssp","Arctogalidia trivirgata",NA,NA,NA,"Mammalia",NA
"Arctonyx_collaris","Arctonyx collaris","1 - exact_fullsci_w_ssp","Arctonyx collaris",NA,NA,NA,"Mammalia",NA
"Ardops_nichollsi","Ardops nichollsi","1 - exact_fullsci_w_ssp","Ardops nichollsi",NA,NA,NA,"Mammalia",NA
"Arielulus_circumdatus","Arielulus circumdatus","1 - exact_fullsci_w_ssp","Arielulus circumdatus",NA,NA,NA,"Mammalia",NA
"Arielulus_cuprosus","Arielulus cuprosus","1 - exact_fullsci_w_ssp","Arielulus cuprosus",NA,NA,NA,"Mammalia",NA
"Arielulus_societatis","Arielulus societatis","1 - exact_fullsci_w_ssp","Arielulus societatis",NA,NA,NA,"Mammalia",NA
"Ariteus_flavescens","Ariteus flavescens","1 - exact_fullsci_w_ssp","Ariteus flavescens",NA,NA,NA,"Mammalia",NA
"Artibeus_amplus","Artibeus amplus","1 - exact_fullsci_w_ssp","Artibeus amplus",NA,NA,NA,"Mammalia",NA
"Artibeus_concolor","Artibeus concolor","1 - exact_fullsci_w_ssp","Artibeus concolor",NA,NA,NA,"Mammalia",NA
"Artibeus_fimbriatus","Artibeus fimbriatus","1 - exact_fullsci_w_ssp","Artibeus fimbriatus",NA,NA,NA,"Mammalia",NA
"Artibeus_fraterculus","Artibeus fraterculus","1 - exact_fullsci_w_ssp","Artibeus fraterculus",NA,NA,NA,"Mammalia",NA
"Artibeus_hirsutus","Artibeus hirsutus","1 - exact_fullsci_w_ssp","Artibeus hirsutus",NA,NA,NA,"Mammalia",NA
"Artibeus_inopinatus","Artibeus inopinatus","1 - exact_fullsci_w_ssp","Artibeus inopinatus",NA,NA,NA,"Mammalia",NA
"Artibeus_lituratus","Artibeus lituratus","1 - exact_fullsci_w_ssp","Artibeus lituratus",NA,NA,NA,"Mammalia",NA
"Artibeus_obscurus","Artibeus obscurus","1 - exact_fullsci_w_ssp","Artibeus obscurus",NA,NA,NA,"Mammalia",NA
"Artibeus_planirostris","Artibeus planirostris","1 - exact_fullsci_w_ssp","Artibeus planirostris",NA,NA,NA,"Mammalia",NA
"Arvicanthis_abyssinicus","Arvicanthis abyssinicus","1 - exact_fullsci_w_ssp","Arvicanthis abyssinicus",NA,NA,NA,"Mammalia",NA
"Arvicanthis_ansorgei","Arvicanthis ansorgei","1 - exact_fullsci_w_ssp","Arvicanthis ansorgei",NA,NA,NA,"Mammalia",NA
"Arvicanthis_blicki","Arvicanthis blicki","1 - exact_fullsci_w_ssp","Arvicanthis blicki",NA,NA,NA,"Mammalia",NA
"Arvicanthis_nairobae","Arvicanthis nairobae","1 - exact_fullsci_w_ssp","Arvicanthis nairobae",NA,NA,NA,"Mammalia",NA
"Arvicanthis_neumanni","Arvicanthis neumanni","1 - exact_fullsci_w_ssp","Arvicanthis neumanni",NA,NA,NA,"Mammalia",NA
"Arvicanthis_niloticus","Arvicanthis niloticus","1 - exact_fullsci_w_ssp","Arvicanthis niloticus",NA,NA,NA,"Mammalia",NA
"Arvicanthis_rufinus","Arvicanthis rufinus","1 - exact_fullsci_w_ssp","Arvicanthis rufinus",NA,NA,NA,"Mammalia",NA
"Arvicola_sapidus","Arvicola sapidus","1 - exact_fullsci_w_ssp","Arvicola sapidus",NA,NA,NA,"Mammalia",NA
"Asellia_arabica","Asellia arabica","1 - exact_fullsci_w_ssp","Asellia arabica",NA,NA,NA,"Mammalia",NA
"Asellia_patrizii","Asellia patrizii","1 - exact_fullsci_w_ssp","Asellia patrizii",NA,NA,NA,"Mammalia",NA
"Asellia_tridens","Asellia tridens","1 - exact_fullsci_w_ssp","Asellia tridens",NA,NA,NA,"Mammalia",NA
"Aselliscus_stoliczkanus","Aselliscus stoliczkanus","1 - exact_fullsci_w_ssp","Aselliscus stoliczkanus",NA,NA,NA,"Mammalia",NA
"Aselliscus_tricuspidatus","Aselliscus tricuspidatus","1 - exact_fullsci_w_ssp","Aselliscus tricuspidatus",NA,NA,NA,"Mammalia",NA
"Atelerix_albiventris","Atelerix albiventris","1 - exact_fullsci_w_ssp","Atelerix albiventris",NA,NA,NA,"Mammalia",NA
"Atelerix_algirus","Atelerix algirus","1 - exact_fullsci_w_ssp","Atelerix algirus",NA,NA,NA,"Mammalia",NA
"Atelerix_frontalis","Atelerix frontalis","1 - exact_fullsci_w_ssp","Atelerix frontalis",NA,NA,NA,"Mammalia",NA
"Atelerix_sclateri","Atelerix sclateri","1 - exact_fullsci_w_ssp","Atelerix sclateri",NA,NA,NA,"Mammalia",NA
"Ateles_belzebuth","Ateles belzebuth","1 - exact_fullsci_w_ssp","Ateles belzebuth",NA,NA,NA,"Mammalia",NA
"Ateles_chamek","Ateles chamek","1 - exact_fullsci_w_ssp","Ateles chamek",NA,NA,NA,"Mammalia",NA
"Ateles_fusciceps","Ateles fusciceps","1 - exact_fullsci_w_ssp","Ateles fusciceps",NA,NA,NA,"Mammalia",NA
"Ateles_geoffroyi","Ateles geoffroyi","1 - exact_fullsci_w_ssp","Ateles geoffroyi",NA,NA,NA,"Mammalia",NA
"Ateles_hybridus","Ateles hybridus","1 - exact_fullsci_w_ssp","Ateles hybridus",NA,NA,NA,"Mammalia",NA
"Ateles_marginatus","Ateles marginatus","1 - exact_fullsci_w_ssp","Ateles marginatus",NA,NA,NA,"Mammalia",NA
"Ateles_paniscus","Ateles paniscus","1 - exact_fullsci_w_ssp","Ateles paniscus",NA,NA,NA,"Mammalia",NA
"Atelocynus_microtis","Atelocynus microtis","1 - exact_fullsci_w_ssp","Atelocynus microtis",NA,NA,NA,"Mammalia",NA
"Atherurus_africanus","Atherurus africanus","1 - exact_fullsci_w_ssp","Atherurus africanus",NA,NA,NA,"Mammalia",NA
"Atherurus_macrourus","Atherurus macrourus","1 - exact_fullsci_w_ssp","Atherurus macrourus",NA,NA,NA,"Mammalia",NA
"Atilax_paludinosus","Atilax paludinosus","1 - exact_fullsci_w_ssp","Atilax paludinosus",NA,NA,NA,"Mammalia",NA
"Atlantoxerus_getulus","Atlantoxerus getulus","1 - exact_fullsci_w_ssp","Atlantoxerus getulus",NA,NA,NA,"Mammalia",NA
"Auliscomys_boliviensis","Auliscomys boliviensis","1 - exact_fullsci_w_ssp","Auliscomys boliviensis",NA,NA,NA,"Mammalia",NA
"Auliscomys_pictus","Auliscomys pictus","1 - exact_fullsci_w_ssp","Auliscomys pictus",NA,NA,NA,"Mammalia",NA
"Auliscomys_sublimis","Auliscomys sublimis","1 - exact_fullsci_w_ssp","Auliscomys sublimis",NA,NA,NA,"Mammalia",NA
"Avahi_betsileo","Avahi betsileo","1 - exact_fullsci_w_ssp","Avahi betsileo",NA,NA,NA,"Mammalia",NA
"Avahi_cleesei","Avahi cleesei","1 - exact_fullsci_w_ssp","Avahi cleesei",NA,NA,NA,"Mammalia",NA
"Avahi_laniger","Avahi laniger","1 - exact_fullsci_w_ssp","Avahi laniger",NA,NA,NA,"Mammalia",NA
"Avahi_meridionalis","Avahi meridionalis","1 - exact_fullsci_w_ssp","Avahi meridionalis",NA,NA,NA,"Mammalia",NA
"Avahi_mooreorum","Avahi mooreorum","1 - exact_fullsci_w_ssp","Avahi mooreorum",NA,NA,NA,"Mammalia",NA
"Avahi_occidentalis","Avahi occidentalis","1 - exact_fullsci_w_ssp","Avahi occidentalis",NA,NA,NA,"Mammalia",NA
"Avahi_peyrierasi","Avahi peyrierasi","1 - exact_fullsci_w_ssp","Avahi peyrierasi",NA,NA,NA,"Mammalia",NA
"Avahi_ramanantsoavanai","Avahi ramanantsoavanai","1 - exact_fullsci_w_ssp","Avahi ramanantsoavanai",NA,NA,NA,"Mammalia",NA
"Avahi_unicolor","Avahi unicolor","1 - exact_fullsci_w_ssp","Avahi unicolor",NA,NA,NA,"Mammalia",NA
"Axis_axis","Axis axis","1 - exact_fullsci_w_ssp","Axis axis",NA,NA,NA,"Mammalia",NA
"Axis_calamianensis","Axis calamianensis","1 - exact_fullsci_w_ssp","Axis calamianensis",NA,NA,NA,"Mammalia",NA
"Axis_kuhlii","Axis kuhlii","1 - exact_fullsci_w_ssp","Axis kuhlii",NA,NA,NA,"Mammalia",NA
"Axis_porcinus","Axis porcinus","1 - exact_fullsci_w_ssp","Axis porcinus",NA,NA,NA,"Mammalia",NA
"Babyrousa_babyrussa","Babyrousa babyrussa","1 - exact_fullsci_w_ssp","Babyrousa babyrussa",NA,NA,NA,"Mammalia",NA
"Babyrousa_celebensis","Babyrousa celebensis","1 - exact_fullsci_w_ssp","Babyrousa celebensis",NA,NA,NA,"Mammalia",NA
"Babyrousa_togeanensis","Babyrousa togeanensis","1 - exact_fullsci_w_ssp","Babyrousa togeanensis",NA,NA,NA,"Mammalia",NA
"Baiomys_musculus","Baiomys musculus","1 - exact_fullsci_w_ssp","Baiomys musculus",NA,NA,NA,"Mammalia",NA
"Baiomys_taylori","Baiomys taylori","1 - exact_fullsci_w_ssp","Baiomys taylori",NA,NA,NA,"Mammalia",NA
"Baiyankamys_habbema","Baiyankamys habbema","1 - exact_fullsci_w_ssp","Baiyankamys habbema",NA,NA,NA,"Mammalia",NA
"Baiyankamys_shawmayeri","Baiyankamys shawmayeri","1 - exact_fullsci_w_ssp","Baiyankamys shawmayeri",NA,NA,NA,"Mammalia",NA
"Balaena_mysticetus","Balaena mysticetus","1 - exact_fullsci_w_ssp","Balaena mysticetus",NA,NA,NA,"Mammalia",NA
"Balaenoptera_acutorostrata","Balaenoptera acutorostrata","1 - exact_fullsci_w_ssp","Balaenoptera acutorostrata",NA,NA,NA,"Mammalia",NA
"Balaenoptera_bonaerensis","Balaenoptera bonaerensis","1 - exact_fullsci_w_ssp","Balaenoptera bonaerensis",NA,NA,NA,"Mammalia",NA
"Balaenoptera_borealis","Balaenoptera borealis","1 - exact_fullsci_w_ssp","Balaenoptera borealis",NA,NA,NA,"Mammalia",NA
"Balaenoptera_musculus","Balaenoptera musculus","1 - exact_fullsci_w_ssp","Balaenoptera musculus",NA,NA,NA,"Mammalia",NA
"Balaenoptera_omurai","Balaenoptera omurai","1 - exact_fullsci_w_ssp","Balaenoptera omurai",NA,NA,NA,"Mammalia",NA
"Balaenoptera_physalus","Balaenoptera physalus","1 - exact_fullsci_w_ssp","Balaenoptera physalus",NA,NA,NA,"Mammalia",NA
"Balantiopteryx_infusca","Balantiopteryx infusca","1 - exact_fullsci_w_ssp","Balantiopteryx infusca",NA,NA,NA,"Mammalia",NA
"Balantiopteryx_io","Balantiopteryx io","1 - exact_fullsci_w_ssp","Balantiopteryx io",NA,NA,NA,"Mammalia",NA
"Balantiopteryx_plicata","Balantiopteryx plicata","1 - exact_fullsci_w_ssp","Balantiopteryx plicata",NA,NA,NA,"Mammalia",NA
"Balionycteris_maculata","Balionycteris maculata","1 - exact_fullsci_w_ssp","Balionycteris maculata",NA,NA,NA,"Mammalia",NA
"Bandicota_bengalensis","Bandicota bengalensis","1 - exact_fullsci_w_ssp","Bandicota bengalensis",NA,NA,NA,"Mammalia",NA
"Bandicota_indica","Bandicota indica","1 - exact_fullsci_w_ssp","Bandicota indica",NA,NA,NA,"Mammalia",NA
"Bandicota_savilei","Bandicota savilei","1 - exact_fullsci_w_ssp","Bandicota savilei",NA,NA,NA,"Mammalia",NA
"Barbastella_barbastellus","Barbastella barbastellus","1 - exact_fullsci_w_ssp","Barbastella barbastellus",NA,NA,NA,"Mammalia",NA
"Barbastella_beijingensis","Barbastella beijingensis","1 - exact_fullsci_w_ssp","Barbastella beijingensis",NA,NA,NA,"Mammalia",NA
"Bassaricyon_alleni","Bassaricyon alleni","1 - exact_fullsci_w_ssp","Bassaricyon alleni",NA,NA,NA,"Mammalia",NA
"Bassaricyon_gabbii","Bassaricyon gabbii","1 - exact_fullsci_w_ssp","Bassaricyon gabbii",NA,NA,NA,"Mammalia",NA
"Bassaricyon_medius","Bassaricyon medius","1 - exact_fullsci_w_ssp","Bassaricyon medius",NA,NA,NA,"Mammalia",NA
"Bassaricyon_neblina","Bassaricyon neblina","1 - exact_fullsci_w_ssp","Bassaricyon neblina",NA,NA,NA,"Mammalia",NA
"Bassariscus_astutus","Bassariscus astutus","1 - exact_fullsci_w_ssp","Bassariscus astutus",NA,NA,NA,"Mammalia",NA
"Bassariscus_sumichrasti","Bassariscus sumichrasti","1 - exact_fullsci_w_ssp","Bassariscus sumichrasti",NA,NA,NA,"Mammalia",NA
"Bathyergus_janetta","Bathyergus janetta","1 - exact_fullsci_w_ssp","Bathyergus janetta",NA,NA,NA,"Mammalia",NA
"Bathyergus_suillus","Bathyergus suillus","1 - exact_fullsci_w_ssp","Bathyergus suillus",NA,NA,NA,"Mammalia",NA
"Batomys_dentatus","Batomys dentatus","1 - exact_fullsci_w_ssp","Batomys dentatus",NA,NA,NA,"Mammalia",NA
"Batomys_russatus","Batomys russatus","1 - exact_fullsci_w_ssp","Batomys russatus",NA,NA,NA,"Mammalia",NA
"Batomys_salomonseni","Batomys salomonseni","1 - exact_fullsci_w_ssp","Batomys salomonseni",NA,NA,NA,"Mammalia",NA
"Batomys_uragon","Batomys uragon","1 - exact_fullsci_w_ssp","Batomys uragon",NA,NA,NA,"Mammalia",NA
"Bauerus_dubiaquercus","Bauerus dubiaquercus","1 - exact_fullsci_w_ssp","Bauerus dubiaquercus",NA,NA,NA,"Mammalia",NA
"Bdeogale_crassicauda","Bdeogale crassicauda","1 - exact_fullsci_w_ssp","Bdeogale crassicauda",NA,NA,NA,"Mammalia",NA
"Bdeogale_jacksoni","Bdeogale jacksoni","1 - exact_fullsci_w_ssp","Bdeogale jacksoni",NA,NA,NA,"Mammalia",NA
"Bdeogale_nigripes","Bdeogale nigripes","1 - exact_fullsci_w_ssp","Bdeogale nigripes",NA,NA,NA,"Mammalia",NA
"Bdeogale_omnivora","Bdeogale omnivora","1 - exact_fullsci_w_ssp","Bdeogale omnivora",NA,NA,NA,"Mammalia",NA
"Beamys_hindei","Beamys hindei","1 - exact_fullsci_w_ssp","Beamys hindei",NA,NA,NA,"Mammalia",NA
"Beatragus_hunteri","Beatragus hunteri","1 - exact_fullsci_w_ssp","Beatragus hunteri",NA,NA,NA,"Mammalia",NA
"Belomys_pearsonii","Belomys pearsonii","1 - exact_fullsci_w_ssp","Belomys pearsonii",NA,NA,NA,"Mammalia",NA
"Berardius_arnuxii","Berardius arnuxii","1 - exact_fullsci_w_ssp","Berardius arnuxii",NA,NA,NA,"Mammalia",NA
"Berardius_bairdii","Berardius bairdii","1 - exact_fullsci_w_ssp","Berardius bairdii",NA,NA,NA,"Mammalia",NA
"Berylmys_berdmorei","Berylmys berdmorei","1 - exact_fullsci_w_ssp","Berylmys berdmorei",NA,NA,NA,"Mammalia",NA
"Berylmys_mackenziei","Berylmys mackenziei","1 - exact_fullsci_w_ssp","Berylmys mackenziei",NA,NA,NA,"Mammalia",NA
"Berylmys_manipulus","Berylmys manipulus","1 - exact_fullsci_w_ssp","Berylmys manipulus",NA,NA,NA,"Mammalia",NA
"Bettongia_gaimardi","Bettongia gaimardi","1 - exact_fullsci_w_ssp","Bettongia gaimardi",NA,NA,NA,"Mammalia",NA
"Bettongia_lesueur","Bettongia lesueur","1 - exact_fullsci_w_ssp","Bettongia lesueur",NA,NA,NA,"Mammalia",NA
"Bettongia_penicillata","Bettongia penicillata","1 - exact_fullsci_w_ssp","Bettongia penicillata",NA,NA,NA,"Mammalia",NA
"Bettongia_pusilla","Bettongia pusilla","1 - exact_fullsci_w_ssp","Bettongia pusilla",NA,NA,NA,"Mammalia",NA
"Bettongia_tropica","Bettongia tropica","1 - exact_fullsci_w_ssp","Bettongia tropica",NA,NA,NA,"Mammalia",NA
"Bibimys_chacoensis","Bibimys chacoensis","1 - exact_fullsci_w_ssp","Bibimys chacoensis",NA,NA,NA,"Mammalia",NA
"Bibimys_labiosus","Bibimys labiosus","1 - exact_fullsci_w_ssp","Bibimys labiosus",NA,NA,NA,"Mammalia",NA
"Bibimys_torresi","Bibimys torresi","1 - exact_fullsci_w_ssp","Bibimys torresi",NA,NA,NA,"Mammalia",NA
"Biswamoyopterus_biswasi","Biswamoyopterus biswasi","1 - exact_fullsci_w_ssp","Biswamoyopterus biswasi",NA,NA,NA,"Mammalia",NA
"Biswamoyopterus_laoensis","Biswamoyopterus laoensis","1 - exact_fullsci_w_ssp","Biswamoyopterus laoensis",NA,NA,NA,"Mammalia",NA
"Blarina_brevicauda","Blarina brevicauda","1 - exact_fullsci_w_ssp","Blarina brevicauda",NA,NA,NA,"Mammalia",NA
"Blarina_carolinensis","Blarina carolinensis","1 - exact_fullsci_w_ssp","Blarina carolinensis",NA,NA,NA,"Mammalia",NA
"Blarina_hylophaga","Blarina hylophaga","1 - exact_fullsci_w_ssp","Blarina hylophaga",NA,NA,NA,"Mammalia",NA
"Blarinella_quadraticauda","Blarinella quadraticauda","1 - exact_fullsci_w_ssp","Blarinella quadraticauda",NA,NA,NA,"Mammalia",NA
"Blarinella_wardi","Blarinella wardi","1 - exact_fullsci_w_ssp","Blarinella wardi",NA,NA,NA,"Mammalia",NA
"Blarinomys_breviceps","Blarinomys breviceps","1 - exact_fullsci_w_ssp","Blarinomys breviceps",NA,NA,NA,"Mammalia",NA
"Blastocerus_dichotomus","Blastocerus dichotomus","1 - exact_fullsci_w_ssp","Blastocerus dichotomus",NA,NA,NA,"Mammalia",NA
"Boromys_offella","Boromys offella","1 - exact_fullsci_w_ssp","Boromys offella",NA,NA,NA,"Mammalia",NA
"Boromys_torrei","Boromys torrei","1 - exact_fullsci_w_ssp","Boromys torrei",NA,NA,NA,"Mammalia",NA
"Bos_frontalis","Bos frontalis","1 - exact_fullsci_w_ssp","Bos frontalis",NA,NA,NA,"Mammalia",NA
"Bos_gaurus","Bos gaurus","1 - exact_fullsci_w_ssp","Bos gaurus",NA,NA,NA,"Mammalia",NA
"Bos_grunniens","Bos grunniens","1 - exact_fullsci_w_ssp","Bos grunniens",NA,NA,NA,"Mammalia",NA
"Bos_indicus","Bos indicus","1 - exact_fullsci_w_ssp","Bos indicus",NA,NA,NA,"Mammalia",NA
"Bos_javanicus","Bos javanicus","1 - exact_fullsci_w_ssp","Bos javanicus",NA,NA,NA,"Mammalia",NA
"Bos_mutus","Bos mutus","1 - exact_fullsci_w_ssp","Bos mutus",NA,NA,NA,"Mammalia",NA
"Bos_primigenius","Bos primigenius","1 - exact_fullsci_w_ssp","Bos primigenius",NA,NA,NA,"Mammalia",NA
"Bos_sauveli","Bos sauveli","1 - exact_fullsci_w_ssp","Bos sauveli",NA,NA,NA,"Mammalia",NA
"Bos_taurus","Bos taurus","1 - exact_fullsci_w_ssp","Bos taurus",NA,NA,NA,"Mammalia",NA
"Boselaphus_tragocamelus","Boselaphus tragocamelus","1 - exact_fullsci_w_ssp","Boselaphus tragocamelus",NA,NA,NA,"Mammalia",NA
"Brachiones_przewalskii","Brachiones przewalskii","1 - exact_fullsci_w_ssp","Brachiones przewalskii",NA,NA,NA,"Mammalia",NA
"Brachylagus_idahoensis","Brachylagus idahoensis","1 - exact_fullsci_w_ssp","Brachylagus idahoensis",NA,NA,NA,"Mammalia",NA
"Brachyphylla_cavernarum","Brachyphylla cavernarum","1 - exact_fullsci_w_ssp","Brachyphylla cavernarum",NA,NA,NA,"Mammalia",NA
"Brachyphylla_nana","Brachyphylla nana","1 - exact_fullsci_w_ssp","Brachyphylla nana",NA,NA,NA,"Mammalia",NA
"Brachytarsomys_albicauda","Brachytarsomys albicauda","1 - exact_fullsci_w_ssp","Brachytarsomys albicauda",NA,NA,NA,"Mammalia",NA
"Brachyteles_arachnoides","Brachyteles arachnoides","1 - exact_fullsci_w_ssp","Brachyteles arachnoides",NA,NA,NA,"Mammalia",NA
"Brachyteles_hypoxanthus","Brachyteles hypoxanthus","1 - exact_fullsci_w_ssp","Brachyteles hypoxanthus",NA,NA,NA,"Mammalia",NA
"Brachyuromys_betsileoensis","Brachyuromys betsileoensis","1 - exact_fullsci_w_ssp","Brachyuromys betsileoensis",NA,NA,NA,"Mammalia",NA
"Brachyuromys_ramirohitra","Brachyuromys ramirohitra","1 - exact_fullsci_w_ssp","Brachyuromys ramirohitra",NA,NA,NA,"Mammalia",NA
"Bradypus_pygmaeus","Bradypus pygmaeus","1 - exact_fullsci_w_ssp","Bradypus pygmaeus",NA,NA,NA,"Mammalia",NA
"Bradypus_torquatus","Bradypus torquatus","1 - exact_fullsci_w_ssp","Bradypus torquatus",NA,NA,NA,"Mammalia",NA
"Bradypus_tridactylus","Bradypus tridactylus","1 - exact_fullsci_w_ssp","Bradypus tridactylus",NA,NA,NA,"Mammalia",NA
"Bradypus_variegatus","Bradypus variegatus","1 - exact_fullsci_w_ssp","Bradypus variegatus",NA,NA,NA,"Mammalia",NA
"Brotomys_voratus","Brotomys voratus","1 - exact_fullsci_w_ssp","Brotomys voratus",NA,NA,NA,"Mammalia",NA
"Brucepattersonius_griserufescens","Brucepattersonius griserufescens","1 - exact_fullsci_w_ssp","Brucepattersonius griserufescens",NA,NA,NA,"Mammalia",NA
"Brucepattersonius_iheringi","Brucepattersonius iheringi","1 - exact_fullsci_w_ssp","Brucepattersonius iheringi",NA,NA,NA,"Mammalia",NA
"Brucepattersonius_soricinus","Brucepattersonius soricinus","1 - exact_fullsci_w_ssp","Brucepattersonius soricinus",NA,NA,NA,"Mammalia",NA
"Bubalus_depressicornis","Bubalus depressicornis","1 - exact_fullsci_w_ssp","Bubalus depressicornis",NA,NA,NA,"Mammalia",NA
