"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","p","c","o","f","fuzzy_score"
"Lepus_yarkandensis","Lepus yarkandensis","1 - exact_fullsci_w_ssp","Lepus yarkandensis",NA,NA,NA,"Chordata","Mammalia","Lagomorpha","Leporidae",NA
"Leucopleurus_acutus","Leucopleurus acutus","1 - exact_fullsci_w_ssp","Leucopleurus acutus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Lichonycteris_obscura","Lichonycteris obscura","1 - exact_fullsci_w_ssp","Lichonycteris obscura",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lionycteris_spurrelli","Lionycteris spurrelli","1 - exact_fullsci_w_ssp","Lionycteris spurrelli",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lipotes_vexillifer","Lipotes vexillifer","1 - exact_fullsci_w_ssp","Lipotes vexillifer",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Lipotidae",NA
"Lissodelphis_borealis","Lissodelphis borealis","1 - exact_fullsci_w_ssp","Lissodelphis borealis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Lissodelphis_peronii","Lissodelphis peronii","1 - exact_fullsci_w_ssp","Lissodelphis peronii",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Litocranius_walleri","Litocranius walleri","1 - exact_fullsci_w_ssp","Litocranius walleri",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Lobodon_carcinophaga","Lobodon carcinophaga","1 - exact_fullsci_w_ssp","Lobodon carcinophaga",NA,NA,NA,"Chordata","Mammalia","Carnivora","Phocidae",NA
"Lonchophylla_concava","Lonchophylla concava","1 - exact_fullsci_w_ssp","Lonchophylla concava",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lonchophylla_handleyi","Lonchophylla handleyi","1 - exact_fullsci_w_ssp","Lonchophylla handleyi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lonchophylla_robusta","Lonchophylla robusta","1 - exact_fullsci_w_ssp","Lonchophylla robusta",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lonchorhina_aurita","Lonchorhina aurita","1 - exact_fullsci_w_ssp","Lonchorhina aurita",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lonchorhina_inusitata","Lonchorhina inusitata","1 - exact_fullsci_w_ssp","Lonchorhina inusitata",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lonchorhina_orinocensis","Lonchorhina orinocensis","1 - exact_fullsci_w_ssp","Lonchorhina orinocensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lonchothrix_emiliae","Lonchothrix emiliae","1 - exact_fullsci_w_ssp","Lonchothrix emiliae",NA,NA,NA,"Chordata","Mammalia","Rodentia","Echimyidae",NA
"Lontra_canadensis","Lontra canadensis","1 - exact_fullsci_w_ssp","Lontra canadensis",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Lontra_felina","Lontra felina","1 - exact_fullsci_w_ssp","Lontra felina",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Lontra_longicaudis","Lontra longicaudis","1 - exact_fullsci_w_ssp","Lontra longicaudis",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Lontra_provocax","Lontra provocax","1 - exact_fullsci_w_ssp","Lontra provocax",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Lophiomys_imhausi","Lophiomys imhausi","1 - exact_fullsci_w_ssp","Lophiomys imhausi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Lophocebus_albigena","Lophocebus albigena","1 - exact_fullsci_w_ssp","Lophocebus albigena",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Lophocebus_aterrimus","Lophocebus aterrimus","1 - exact_fullsci_w_ssp","Lophocebus aterrimus",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Lophostoma_brasiliense","Lophostoma brasiliense","1 - exact_fullsci_w_ssp","Lophostoma brasiliense",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lophostoma_carrikeri","Lophostoma carrikeri","1 - exact_fullsci_w_ssp","Lophostoma carrikeri",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lophostoma_schulzi","Lophostoma schulzi","1 - exact_fullsci_w_ssp","Lophostoma schulzi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lophostoma_silvicola","Lophostoma silvicola","1 - exact_fullsci_w_ssp","Lophostoma silvicola",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Lophuromys_brevicaudus","Lophuromys brevicaudus","1 - exact_fullsci_w_ssp","Lophuromys brevicaudus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Lophuromys_chrysopus","Lophuromys chrysopus","1 - exact_fullsci_w_ssp","Lophuromys chrysopus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Lophuromys_dudui","Lophuromys dudui","1 - exact_fullsci_w_ssp","Lophuromys dudui",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Lophuromys_flavopunctatus","Lophuromys flavopunctatus","1 - exact_fullsci_w_ssp","Lophuromys flavopunctatus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Lophuromys_melanonyx","Lophuromys melanonyx","1 - exact_fullsci_w_ssp","Lophuromys melanonyx",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Lophuromys_menageshae","Lophuromys menageshae","1 - exact_fullsci_w_ssp","Lophuromys menageshae",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Lophuromys_sikapusi","Lophuromys sikapusi","1 - exact_fullsci_w_ssp","Lophuromys sikapusi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Lophuromys_simensis","Lophuromys simensis","1 - exact_fullsci_w_ssp","Lophuromys simensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Loris_lydekkerianus","Loris lydekkerianus","1 - exact_fullsci_w_ssp","Loris lydekkerianus",NA,NA,NA,"Chordata","Mammalia","Primates","Lorisidae",NA
"Loris_tardigradus","Loris tardigradus","1 - exact_fullsci_w_ssp","Loris tardigradus",NA,NA,NA,"Chordata","Mammalia","Primates","Lorisidae",NA
"Loxodonta_africana","Loxodonta africana","1 - exact_fullsci_w_ssp","Loxodonta africana",NA,NA,NA,"Chordata","Mammalia","Proboscidea","Elephantidae",NA
"Loxodonta_cyclotis","Loxodonta cyclotis","1 - exact_fullsci_w_ssp","Loxodonta cyclotis",NA,NA,NA,"Chordata","Mammalia","Proboscidea","Elephantidae",NA
"Lundomys_molitor","Lundomys molitor","1 - exact_fullsci_w_ssp","Lundomys molitor",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Lutra_lutra","Lutra lutra","1 - exact_fullsci_w_ssp","Lutra lutra",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Lutra_sumatrana","Lutra sumatrana","1 - exact_fullsci_w_ssp","Lutra sumatrana",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Lutreolina_crassicaudata","Lutreolina crassicaudata","1 - exact_fullsci_w_ssp","Lutreolina crassicaudata",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Lutrogale_perspicillata","Lutrogale perspicillata","1 - exact_fullsci_w_ssp","Lutrogale perspicillata",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Lycalopex_culpaeus","Lycalopex culpaeus","1 - exact_fullsci_w_ssp","Lycalopex culpaeus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Canidae",NA
"Lycalopex_griseus","Lycalopex griseus","1 - exact_fullsci_w_ssp","Lycalopex griseus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Canidae",NA
"Lycalopex_gymnocercus","Lycalopex gymnocercus","1 - exact_fullsci_w_ssp","Lycalopex gymnocercus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Canidae",NA
"Lycalopex_sechurae","Lycalopex sechurae","1 - exact_fullsci_w_ssp","Lycalopex sechurae",NA,NA,NA,"Chordata","Mammalia","Carnivora","Canidae",NA
"Lycalopex_vetulus","Lycalopex vetulus","1 - exact_fullsci_w_ssp","Lycalopex vetulus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Canidae",NA
"Lycaon_pictus","Lycaon pictus","1 - exact_fullsci_w_ssp","Lycaon pictus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Canidae",NA
"Lynx_canadensis","Lynx canadensis","1 - exact_fullsci_w_ssp","Lynx canadensis",NA,NA,NA,"Chordata","Mammalia","Carnivora","Felidae",NA
"Lynx_lynx","Lynx lynx","1 - exact_fullsci_w_ssp","Lynx lynx",NA,NA,NA,"Chordata","Mammalia","Carnivora","Felidae",NA
"Lynx_pardinus","Lynx pardinus","1 - exact_fullsci_w_ssp","Lynx pardinus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Felidae",NA
"Lynx_rufus","Lynx rufus","1 - exact_fullsci_w_ssp","Lynx rufus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Felidae",NA
"Lyroderma_lyra","Lyroderma lyra","1 - exact_fullsci_w_ssp","Lyroderma lyra",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Megadermatidae",NA
"Macaca_arctoides","Macaca arctoides","1 - exact_fullsci_w_ssp","Macaca arctoides",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_assamensis","Macaca assamensis","1 - exact_fullsci_w_ssp","Macaca assamensis",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_cyclopis","Macaca cyclopis","1 - exact_fullsci_w_ssp","Macaca cyclopis",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_fascicularis","Macaca fascicularis","1 - exact_fullsci_w_ssp","Macaca fascicularis",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_fuscata","Macaca fuscata","1 - exact_fullsci_w_ssp","Macaca fuscata",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_hecki","Macaca hecki","1 - exact_fullsci_w_ssp","Macaca hecki",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_leonina","Macaca leonina","1 - exact_fullsci_w_ssp","Macaca leonina",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_leucogenys","Macaca leucogenys","1 - exact_fullsci_w_ssp","Macaca leucogenys",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_maura","Macaca maura","1 - exact_fullsci_w_ssp","Macaca maura",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_mulatta","Macaca mulatta","1 - exact_fullsci_w_ssp","Macaca mulatta",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_nemestrina","Macaca nemestrina","1 - exact_fullsci_w_ssp","Macaca nemestrina",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_nigra","Macaca nigra","1 - exact_fullsci_w_ssp","Macaca nigra",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_nigrescens","Macaca nigrescens","1 - exact_fullsci_w_ssp","Macaca nigrescens",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_ochreata","Macaca ochreata","1 - exact_fullsci_w_ssp","Macaca ochreata",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_pagensis","Macaca pagensis","1 - exact_fullsci_w_ssp","Macaca pagensis",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_radiata","Macaca radiata","1 - exact_fullsci_w_ssp","Macaca radiata",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_siberu","Macaca siberu","1 - exact_fullsci_w_ssp","Macaca siberu",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_silenus","Macaca silenus","1 - exact_fullsci_w_ssp","Macaca silenus",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_sinica","Macaca sinica","1 - exact_fullsci_w_ssp","Macaca sinica",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_sylvanus","Macaca sylvanus","1 - exact_fullsci_w_ssp","Macaca sylvanus",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_thibetana","Macaca thibetana","1 - exact_fullsci_w_ssp","Macaca thibetana",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macaca_tonkeana","Macaca tonkeana","1 - exact_fullsci_w_ssp","Macaca tonkeana",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Macroderma_gigas","Macroderma gigas","1 - exact_fullsci_w_ssp","Macroderma gigas",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Megadermatidae",NA
"Macroglossus_minimus","Macroglossus minimus","1 - exact_fullsci_w_ssp","Macroglossus minimus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Macroglossus_sobrinus","Macroglossus sobrinus","1 - exact_fullsci_w_ssp","Macroglossus sobrinus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Macronycteris_commersonii","Macronycteris commersonii","1 - exact_fullsci_w_ssp","Macronycteris commersonii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Hipposideridae",NA
"Macrophyllum_macrophyllum","Macrophyllum macrophyllum","1 - exact_fullsci_w_ssp","Macrophyllum macrophyllum",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Macropus_fuliginosus","Macropus fuliginosus","1 - exact_fullsci_w_ssp","Macropus fuliginosus",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Macropodidae",NA
"Macropus_giganteus","Macropus giganteus","1 - exact_fullsci_w_ssp","Macropus giganteus",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Macropodidae",NA
"Macroscelides_flavicaudatus","Macroscelides flavicaudatus","1 - exact_fullsci_w_ssp","Macroscelides flavicaudatus",NA,NA,NA,"Chordata","Mammalia","Macroscelidea","Macroscelididae",NA
"Macroscelides_micus","Macroscelides micus","1 - exact_fullsci_w_ssp","Macroscelides micus",NA,NA,NA,"Chordata","Mammalia","Macroscelidea","Macroscelididae",NA
"Macroscelides_proboscideus","Macroscelides proboscideus","1 - exact_fullsci_w_ssp","Macroscelides proboscideus",NA,NA,NA,"Chordata","Mammalia","Macroscelidea","Macroscelididae",NA
"Macrotarsomys_ingens","Macrotarsomys ingens","1 - exact_fullsci_w_ssp","Macrotarsomys ingens",NA,NA,NA,"Chordata","Mammalia","Rodentia","Nesomyidae",NA
"Macrotis_lagotis","Macrotis lagotis","1 - exact_fullsci_w_ssp","Macrotis lagotis",NA,NA,NA,"Chordata","Mammalia","Peramelemorphia","Peramelidae",NA
"Macrotus_californicus","Macrotus californicus","1 - exact_fullsci_w_ssp","Macrotus californicus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Macrotus_waterhousii","Macrotus waterhousii","1 - exact_fullsci_w_ssp","Macrotus waterhousii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Madoqua_kirkii","Madoqua kirkii","1 - exact_fullsci_w_ssp","Madoqua kirkii",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Madoqua_saltiana","Madoqua saltiana","1 - exact_fullsci_w_ssp","Madoqua saltiana",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Makalata_didelphoides","Makalata didelphoides","1 - exact_fullsci_w_ssp","Makalata didelphoides",NA,NA,NA,"Chordata","Mammalia","Rodentia","Echimyidae",NA
"Makalata_macrura","Makalata macrura","1 - exact_fullsci_w_ssp","Makalata macrura",NA,NA,NA,"Chordata","Mammalia","Rodentia","Echimyidae",NA
"Malacomys_edwardsi","Malacomys edwardsi","1 - exact_fullsci_w_ssp","Malacomys edwardsi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Malacomys_longipes","Malacomys longipes","1 - exact_fullsci_w_ssp","Malacomys longipes",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Mandrillus_leucophaeus","Mandrillus leucophaeus","1 - exact_fullsci_w_ssp","Mandrillus leucophaeus",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Mandrillus_sphinx","Mandrillus sphinx","1 - exact_fullsci_w_ssp","Mandrillus sphinx",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Manis_crassicaudata","Manis crassicaudata","1 - exact_fullsci_w_ssp","Manis crassicaudata",NA,NA,NA,"Chordata","Mammalia","Pholidota","Manidae",NA
"Manis_culionensis","Manis culionensis","1 - exact_fullsci_w_ssp","Manis culionensis",NA,NA,NA,"Chordata","Mammalia","Pholidota","Manidae",NA
"Manis_javanica","Manis javanica","1 - exact_fullsci_w_ssp","Manis javanica",NA,NA,NA,"Chordata","Mammalia","Pholidota","Manidae",NA
"Manis_pentadactyla","Manis pentadactyla","1 - exact_fullsci_w_ssp","Manis pentadactyla",NA,NA,NA,"Chordata","Mammalia","Pholidota","Manidae",NA
"Marmosa_demerarae","Marmosa demerarae","1 - exact_fullsci_w_ssp","Marmosa demerarae",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Marmosa_lepida","Marmosa lepida","1 - exact_fullsci_w_ssp","Marmosa lepida",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Marmosa_mexicana","Marmosa mexicana","1 - exact_fullsci_w_ssp","Marmosa mexicana",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Marmosa_murina","Marmosa murina","1 - exact_fullsci_w_ssp","Marmosa murina",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Marmosa_robinsoni","Marmosa robinsoni","1 - exact_fullsci_w_ssp","Marmosa robinsoni",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Marmosops_noctivagus","Marmosops noctivagus","1 - exact_fullsci_w_ssp","Marmosops noctivagus",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Marmosops_parvidens","Marmosops parvidens","1 - exact_fullsci_w_ssp","Marmosops parvidens",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Marmosops_pinheiroi","Marmosops pinheiroi","1 - exact_fullsci_w_ssp","Marmosops pinheiroi",NA,NA,NA,"Chordata","Mammalia","Didelphimorphia","Didelphidae",NA
"Marmota_baibacina","Marmota baibacina","1 - exact_fullsci_w_ssp","Marmota baibacina",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Marmota_flaviventris","Marmota flaviventris","1 - exact_fullsci_w_ssp","Marmota flaviventris",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Marmota_himalayana","Marmota himalayana","1 - exact_fullsci_w_ssp","Marmota himalayana",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Marmota_marmota","Marmota marmota","1 - exact_fullsci_w_ssp","Marmota marmota",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Marmota_monax","Marmota monax","1 - exact_fullsci_w_ssp","Marmota monax",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Marmota_sibirica","Marmota sibirica","1 - exact_fullsci_w_ssp","Marmota sibirica",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Marmota_vancouverensis","Marmota vancouverensis","1 - exact_fullsci_w_ssp","Marmota vancouverensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Martes_americana","Martes americana","1 - exact_fullsci_w_ssp","Martes americana",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Martes_flavigula","Martes flavigula","1 - exact_fullsci_w_ssp","Martes flavigula",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Martes_foina","Martes foina","1 - exact_fullsci_w_ssp","Martes foina",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Martes_martes","Martes martes","1 - exact_fullsci_w_ssp","Martes martes",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Martes_melampus","Martes melampus","1 - exact_fullsci_w_ssp","Martes melampus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Martes_zibellina","Martes zibellina","1 - exact_fullsci_w_ssp","Martes zibellina",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Massoutiera_mzabi","Massoutiera mzabi","1 - exact_fullsci_w_ssp","Massoutiera mzabi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Ctenodactylidae",NA
"Mastomys_coucha","Mastomys coucha","1 - exact_fullsci_w_ssp","Mastomys coucha",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Mastomys_erythroleucus","Mastomys erythroleucus","1 - exact_fullsci_w_ssp","Mastomys erythroleucus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Mastomys_huberti","Mastomys huberti","1 - exact_fullsci_w_ssp","Mastomys huberti",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Mastomys_kollmannspergeri","Mastomys kollmannspergeri","1 - exact_fullsci_w_ssp","Mastomys kollmannspergeri",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Mastomys_natalensis","Mastomys natalensis","1 - exact_fullsci_w_ssp","Mastomys natalensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_bartelsii","Maxomys bartelsii","1 - exact_fullsci_w_ssp","Maxomys bartelsii",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_dollmani","Maxomys dollmani","1 - exact_fullsci_w_ssp","Maxomys dollmani",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_hellwaldii","Maxomys hellwaldii","1 - exact_fullsci_w_ssp","Maxomys hellwaldii",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_hylomyoides","Maxomys hylomyoides","1 - exact_fullsci_w_ssp","Maxomys hylomyoides",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_inas","Maxomys inas","1 - exact_fullsci_w_ssp","Maxomys inas",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_inflatus","Maxomys inflatus","1 - exact_fullsci_w_ssp","Maxomys inflatus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_moi","Maxomys moi","1 - exact_fullsci_w_ssp","Maxomys moi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_musschenbroekii","Maxomys musschenbroekii","1 - exact_fullsci_w_ssp","Maxomys musschenbroekii",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_ochraceiventer","Maxomys ochraceiventer","1 - exact_fullsci_w_ssp","Maxomys ochraceiventer",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_pagensis","Maxomys pagensis","1 - exact_fullsci_w_ssp","Maxomys pagensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_panglima","Maxomys panglima","1 - exact_fullsci_w_ssp","Maxomys panglima",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_rajah","Maxomys rajah","1 - exact_fullsci_w_ssp","Maxomys rajah",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_surifer","Maxomys surifer","1 - exact_fullsci_w_ssp","Maxomys surifer",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_tajuddinii","Maxomys tajuddinii","1 - exact_fullsci_w_ssp","Maxomys tajuddinii",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_wattsi","Maxomys wattsi","1 - exact_fullsci_w_ssp","Maxomys wattsi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Maxomys_whiteheadi","Maxomys whiteheadi","1 - exact_fullsci_w_ssp","Maxomys whiteheadi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Mazama_americana","Mazama americana","1 - exact_fullsci_w_ssp","Mazama americana",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Cervidae",NA
"Mazama_bororo","Mazama bororo","1 - exact_fullsci_w_ssp","Mazama bororo",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Cervidae",NA
